ZIP,USPS Default State for ZIP,County,County State,State Abbreviation
27543,NC,Harnett County,North Carolina,NC
27544,NC,Vance County,North Carolina,NC
27544,NC,Franklin County,North Carolina,NC
27544,NC,Granville County,North Carolina,NC
27545,NC,Wake County,North Carolina,NC
27546,NC,Harnett County,North Carolina,NC
27549,NC,Franklin County,North Carolina,NC
27551,NC,Warren County,North Carolina,NC
27552,NC,Harnett County,North Carolina,NC
27553,NC,Warren County,North Carolina,NC
27553,NC,Vance County,North Carolina,NC
27555,NC,Johnston County,North Carolina,NC
27556,NC,Vance County,North Carolina,NC
27557,NC,Nash County,North Carolina,NC
27557,NC,Johnston County,North Carolina,NC
27557,NC,Wilson County,North Carolina,NC
27557,NC,Franklin County,North Carolina,NC
27559,NC,Chatham County,North Carolina,NC
27560,NC,Wake County,North Carolina,NC
27560,NC,Durham County,North Carolina,NC
27562,NC,Wake County,North Carolina,NC
27562,NC,Chatham County,North Carolina,NC
27563,NC,Warren County,North Carolina,NC
27563,NC,Vance County,North Carolina,NC
27565,NC,Granville County,North Carolina,NC
27565,NC,Vance County,North Carolina,NC
27565,NC,Person County,North Carolina,NC
27568,NC,Johnston County,North Carolina,NC
27569,NC,Johnston County,North Carolina,NC
27569,NC,Wayne County,North Carolina,NC
27570,NC,Warren County,North Carolina,NC
27571,NC,Wake County,North Carolina,NC
27572,NC,Person County,North Carolina,NC
27572,NC,Orange County,North Carolina,NC
27572,NC,Durham County,North Carolina,NC
27572,NC,Granville County,North Carolina,NC
27573,NC,Person County,North Carolina,NC
27574,NC,Person County,North Carolina,NC
27574,NC,Granville County,North Carolina,NC
27576,NC,Johnston County,North Carolina,NC
27577,NC,Johnston County,North Carolina,NC
27581,NC,Granville County,North Carolina,NC
27582,NC,Granville County,North Carolina,NC
27583,NC,Person County,North Carolina,NC
27583,NC,Orange County,North Carolina,NC
27584,NC,Vance County,North Carolina,NC
27586,NC,Warren County,North Carolina,NC
27587,NC,Wake County,North Carolina,NC
27587,NC,Granville County,North Carolina,NC
27587,NC,Franklin County,North Carolina,NC
27588,NC,Wake County,North Carolina,NC
27589,NC,Warren County,North Carolina,NC
27589,NC,Franklin County,North Carolina,NC
27591,NC,Wake County,North Carolina,NC
27591,NC,Johnston County,North Carolina,NC
27592,NC,Wake County,North Carolina,NC
27592,NC,Johnston County,North Carolina,NC
27592,NC,Harnett County,North Carolina,NC
27593,NC,Johnston County,North Carolina,NC
27594,NC,Warren County,North Carolina,NC
27596,NC,Franklin County,North Carolina,NC
27596,NC,Granville County,North Carolina,NC
27596,NC,Wake County,North Carolina,NC
27597,NC,Wake County,North Carolina,NC
27597,NC,Johnston County,North Carolina,NC
27597,NC,Franklin County,North Carolina,NC
27597,NC,Nash County,North Carolina,NC
27599,NC,Orange County,North Carolina,NC
27601,NC,Wake County,North Carolina,NC
27602,NC,Wake County,North Carolina,NC
27603,NC,Wake County,North Carolina,NC
27603,NC,Johnston County,North Carolina,NC
27604,NC,Wake County,North Carolina,NC
27605,NC,Wake County,North Carolina,NC
27606,NC,Wake County,North Carolina,NC
27607,NC,Wake County,North Carolina,NC
27608,NC,Wake County,North Carolina,NC
27609,NC,Wake County,North Carolina,NC
27610,NC,Wake County,North Carolina,NC
27610,NC,Johnston County,North Carolina,NC
27611,NC,Wake County,North Carolina,NC
27612,NC,Wake County,North Carolina,NC
27613,NC,Wake County,North Carolina,NC
27613,NC,Durham County,North Carolina,NC
27614,NC,Wake County,North Carolina,NC
27615,NC,Wake County,North Carolina,NC
27616,NC,Wake County,North Carolina,NC
27617,NC,Wake County,North Carolina,NC
27617,NC,Durham County,North Carolina,NC
27619,NC,Wake County,North Carolina,NC
27620,NC,Wake County,North Carolina,NC
27622,NC,Wake County,North Carolina,NC
27623,NC,Wake County,North Carolina,NC
27624,NC,Wake County,North Carolina,NC
27627,NC,Wake County,North Carolina,NC
27628,NC,Wake County,North Carolina,NC
27629,NC,Wake County,North Carolina,NC
27636,NC,Wake County,North Carolina,NC
27640,NC,Wake County,North Carolina,NC
27656,NC,Wake County,North Carolina,NC
27658,NC,Wake County,North Carolina,NC
27661,NC,Wake County,North Carolina,NC
27675,NC,Wake County,North Carolina,NC
27676,NC,Wake County,North Carolina,NC
27690,NC,Wake County,North Carolina,NC
27697,NC,Wake County,North Carolina,NC
27699,NC,Wake County,North Carolina,NC
27701,NC,Durham County,North Carolina,NC
27702,NC,Durham County,North Carolina,NC
27703,NC,Durham County,North Carolina,NC
27703,NC,Wake County,North Carolina,NC
27704,NC,Durham County,North Carolina,NC
27705,NC,Durham County,North Carolina,NC
27705,NC,Orange County,North Carolina,NC
27706,NC,Durham County,North Carolina,NC
27707,NC,Durham County,North Carolina,NC
27707,NC,Orange County,North Carolina,NC
27708,NC,Durham County,North Carolina,NC
27709,NC,Durham County,North Carolina,NC
27710,NC,Durham County,North Carolina,NC
27712,NC,Durham County,North Carolina,NC
27712,NC,Orange County,North Carolina,NC
27713,NC,Durham County,North Carolina,NC
27713,NC,Chatham County,North Carolina,NC
27713,NC,Wake County,North Carolina,NC
27715,NC,Durham County,North Carolina,NC
27717,NC,Durham County,North Carolina,NC
27722,NC,Durham County,North Carolina,NC
27801,NC,Edgecombe County,North Carolina,NC
27802,NC,Edgecombe County,North Carolina,NC
27803,NC,Nash County,North Carolina,NC
27803,NC,Edgecombe County,North Carolina,NC
27803,NC,Wilson County,North Carolina,NC
27804,NC,Nash County,North Carolina,NC
27805,NC,Hertford County,North Carolina,NC
27805,NC,Bertie County,North Carolina,NC
27805,NC,Northampton County,North Carolina,NC
27806,NC,Beaufort County,North Carolina,NC
27807,NC,Nash County,North Carolina,NC
27807,NC,Wilson County,North Carolina,NC
27808,NC,Beaufort County,North Carolina,NC
27809,NC,Nash County,North Carolina,NC
27809,NC,Edgecombe County,North Carolina,NC
27810,NC,Beaufort County,North Carolina,NC
27810,NC,Hyde County,North Carolina,NC
27811,NC,Pitt County,North Carolina,NC
27812,NC,Pitt County,North Carolina,NC
27812,NC,Edgecombe County,North Carolina,NC
27812,NC,Martin County,North Carolina,NC
27813,NC,Wilson County,North Carolina,NC
27814,NC,Beaufort County,North Carolina,NC
27815,NC,Edgecombe County,North Carolina,NC
27816,NC,Nash County,North Carolina,NC
27816,NC,Franklin County,North Carolina,NC
27817,NC,Beaufort County,North Carolina,NC
27817,NC,Pitt County,North Carolina,NC
27818,NC,Hertford County,North Carolina,NC
27819,NC,Edgecombe County,North Carolina,NC
27820,NC,Northampton County,North Carolina,NC
27821,NC,Beaufort County,North Carolina,NC
27822,NC,Wilson County,North Carolina,NC
27822,NC,Nash County,North Carolina,NC
27822,NC,Edgecombe County,North Carolina,NC
27823,NC,Halifax County,North Carolina,NC
27824,NC,Hyde County,North Carolina,NC
27825,NC,Martin County,North Carolina,NC
27826,NC,Hyde County,North Carolina,NC
27826,NC,Tyrrell County,North Carolina,NC
27827,NC,Pitt County,North Carolina,NC
27828,NC,Pitt County,North Carolina,NC
27828,NC,Greene County,North Carolina,NC
27829,NC,Pitt County,North Carolina,NC
27829,NC,Edgecombe County,North Carolina,NC
27829,NC,Wilson County,North Carolina,NC
27830,NC,Wayne County,North Carolina,NC
27830,NC,Wilson County,North Carolina,NC
27831,NC,Northampton County,North Carolina,NC
27832,NC,Northampton County,North Carolina,NC
27833,NC,Pitt County,North Carolina,NC
27834,NC,Pitt County,North Carolina,NC
27834,NC,Edgecombe County,North Carolina,NC
27834,NC,Beaufort County,North Carolina,NC
27835,NC,Pitt County,North Carolina,NC
27836,NC,Pitt County,North Carolina,NC
27837,NC,Pitt County,North Carolina,NC
27837,NC,Beaufort County,North Carolina,NC
27839,NC,Halifax County,North Carolina,NC
27840,NC,Martin County,North Carolina,NC
27841,NC,Martin County,North Carolina,NC
27842,NC,Northampton County,North Carolina,NC
27842,NC,Warren County,North Carolina,NC
27843,NC,Halifax County,North Carolina,NC
27843,NC,Edgecombe County,North Carolina,NC
27843,NC,Martin County,North Carolina,NC
27844,NC,Halifax County,North Carolina,NC
27844,NC,Warren County,North Carolina,NC
27845,NC,Northampton County,North Carolina,NC
27846,NC,Martin County,North Carolina,NC
27846,NC,Washington County,North Carolina,NC
27847,NC,Bertie County,North Carolina,NC
27849,NC,Bertie County,North Carolina,NC
27850,NC,Halifax County,North Carolina,NC
27850,NC,Warren County,North Carolina,NC
27851,NC,Wilson County,North Carolina,NC
27851,NC,Wayne County,North Carolina,NC
27852,NC,Edgecombe County,North Carolina,NC
27852,NC,Wilson County,North Carolina,NC
27852,NC,Pitt County,North Carolina,NC
27853,NC,Northampton County,North Carolina,NC
27855,NC,Hertford County,North Carolina,NC
27855,NC,Northampton County,North Carolina,NC
27856,NC,Nash County,North Carolina,NC
27857,NC,Martin County,North Carolina,NC
27858,NC,Pitt County,North Carolina,NC
27860,NC,Beaufort County,North Carolina,NC
27860,NC,Hyde County,North Carolina,NC
27860,NC,Washington County,North Carolina,NC
27861,NC,Martin County,North Carolina,NC
27862,NC,Northampton County,North Carolina,NC
27863,NC,Wayne County,North Carolina,NC
27863,NC,Greene County,North Carolina,NC
27863,NC,Johnston County,North Carolina,NC
27864,NC,Edgecombe County,North Carolina,NC
27865,NC,Beaufort County,North Carolina,NC
27866,NC,Northampton County,North Carolina,NC
27867,NC,Northampton County,North Carolina,NC
27868,NC,Nash County,North Carolina,NC
27869,NC,Northampton County,North Carolina,NC
27869,NC,Bertie County,North Carolina,NC
27870,NC,Halifax County,North Carolina,NC
27871,NC,Martin County,North Carolina,NC
27871,NC,Pitt County,North Carolina,NC
27871,NC,Beaufort County,North Carolina,NC
27872,NC,Bertie County,North Carolina,NC
27873,NC,Wilson County,North Carolina,NC
27874,NC,Halifax County,North Carolina,NC
27874,NC,Martin County,North Carolina,NC
27875,NC,Hyde County,North Carolina,NC
27876,NC,Northampton County,North Carolina,NC
27877,NC,Northampton County,North Carolina,NC
27878,NC,Nash County,North Carolina,NC
27879,NC,Pitt County,North Carolina,NC
27880,NC,Wilson County,North Carolina,NC
27880,NC,Nash County,North Carolina,NC
27881,NC,Edgecombe County,North Carolina,NC
27882,NC,Nash County,North Carolina,NC
27882,NC,Franklin County,North Carolina,NC
27883,NC,Wilson County,North Carolina,NC
27883,NC,Greene County,North Carolina,NC
27883,NC,Wayne County,North Carolina,NC
27884,NC,Pitt County,North Carolina,NC
27885,NC,Hyde County,North Carolina,NC
27886,NC,Edgecombe County,North Carolina,NC
27886,NC,Pitt County,North Carolina,NC
27887,NC,Halifax County,North Carolina,NC
27888,NC,Greene County,North Carolina,NC
27888,NC,Pitt County,North Carolina,NC
27888,NC,Wilson County,North Carolina,NC
27889,NC,Beaufort County,North Carolina,NC
27889,NC,Pitt County,North Carolina,NC
27889,NC,Martin County,North Carolina,NC
27890,NC,Halifax County,North Carolina,NC
27891,NC,Nash County,North Carolina,NC
27891,NC,Edgecombe County,North Carolina,NC
27891,NC,Halifax County,North Carolina,NC
27892,NC,Martin County,North Carolina,NC
27893,NC,Wilson County,North Carolina,NC
27894,NC,Wilson County,North Carolina,NC
27895,NC,Wilson County,North Carolina,NC
27896,NC,Wilson County,North Carolina,NC
27896,NC,Nash County,North Carolina,NC
27897,NC,Northampton County,North Carolina,NC
27897,NC,Hertford County,North Carolina,NC
27906,NC,Pasquotank County,North Carolina,NC
27907,NC,Pasquotank County,North Carolina,NC
27909,NC,Pasquotank County,North Carolina,NC
27909,NC,Camden County,North Carolina,NC
27910,NC,Hertford County,North Carolina,NC
27910,NC,Bertie County,North Carolina,NC
27915,NC,Dare County,North Carolina,NC
27916,NC,Currituck County,North Carolina,NC
27917,NC,Currituck County,North Carolina,NC
27919,NC,Perquimans County,North Carolina,NC
27919,NC,Chowan County,North Carolina,NC
27919,NC,Gates County,North Carolina,NC
27920,NC,Dare County,North Carolina,NC
27921,NC,Camden County,North Carolina,NC
27922,NC,Hertford County,North Carolina,NC
27923,NC,Currituck County,North Carolina,NC
27924,NC,Bertie County,North Carolina,NC
27925,NC,Tyrrell County,North Carolina,NC
27926,NC,Gates County,North Carolina,NC
27927,NC,Currituck County,North Carolina,NC
27928,NC,Washington County,North Carolina,NC
27928,NC,Tyrrell County,North Carolina,NC
27929,NC,Currituck County,North Carolina,NC
27932,NC,Chowan County,North Carolina,NC
27932,NC,Perquimans County,North Carolina,NC
27935,NC,Gates County,North Carolina,NC
27936,NC,Dare County,North Carolina,NC
27937,NC,Gates County,North Carolina,NC
27938,NC,Gates County,North Carolina,NC
27939,NC,Currituck County,North Carolina,NC
27941,NC,Currituck County,North Carolina,NC
27942,NC,Hertford County,North Carolina,NC
27943,NC,Dare County,North Carolina,NC
27944,NC,Perquimans County,North Carolina,NC
27946,NC,Gates County,North Carolina,NC
27946,NC,Chowan County,North Carolina,NC
27946,NC,Perquimans County,North Carolina,NC
27947,NC,Currituck County,North Carolina,NC
27948,NC,Dare County,North Carolina,NC
27949,NC,Dare County,North Carolina,NC
27950,NC,Currituck County,North Carolina,NC
27953,NC,Dare County,North Carolina,NC
27954,NC,Dare County,North Carolina,NC
27956,NC,Currituck County,North Carolina,NC
27957,NC,Bertie County,North Carolina,NC
27958,NC,Currituck County,North Carolina,NC
27959,NC,Dare County,North Carolina,NC
27960,NC,Hyde County,North Carolina,NC
27962,NC,Washington County,North Carolina,NC
27962,NC,Beaufort County,North Carolina,NC
27962,NC,Martin County,North Carolina,NC
27964,NC,Currituck County,North Carolina,NC
27965,NC,Currituck County,North Carolina,NC
27966,NC,Currituck County,North Carolina,NC
27967,NC,Bertie County,North Carolina,NC
27968,NC,Dare County,North Carolina,NC
27969,NC,Gates County,North Carolina,NC
27970,NC,Washington County,North Carolina,NC
27973,NC,Currituck County,North Carolina,NC
27973,NC,Camden County,North Carolina,NC
27974,NC,Camden County,North Carolina,NC
27976,NC,Camden County,North Carolina,NC
27978,NC,Dare County,North Carolina,NC
27979,NC,Gates County,North Carolina,NC
27980,NC,Chowan County,North Carolina,NC
27980,NC,Perquimans County,North Carolina,NC
27981,NC,Dare County,North Carolina,NC
27982,NC,Dare County,North Carolina,NC
27983,NC,Bertie County,North Carolina,NC
27985,NC,Perquimans County,North Carolina,NC
27986,NC,Hertford County,North Carolina,NC
28001,NC,Stanly County,North Carolina,NC
28002,NC,Stanly County,North Carolina,NC
28006,NC,Gaston County,North Carolina,NC
28006,NC,Lincoln County,North Carolina,NC
28007,NC,Anson County,North Carolina,NC
28009,NC,Stanly County,North Carolina,NC
28010,NC,Iredell County,North Carolina,NC
28012,NC,Gaston County,North Carolina,NC
28016,NC,Gaston County,North Carolina,NC
28016,NC,Lincoln County,North Carolina,NC
28017,NC,Cleveland County,North Carolina,NC
28018,NC,Rutherford County,North Carolina,NC
28019,NC,Rutherford County,North Carolina,NC
28020,NC,Cleveland County,North Carolina,NC
28020,NC,Rutherford County,North Carolina,NC
28021,NC,Gaston County,North Carolina,NC
28021,NC,Cleveland County,North Carolina,NC
28021,NC,Lincoln County,North Carolina,NC
28023,NC,Rowan County,North Carolina,NC
28024,NC,Rutherford County,North Carolina,NC
28025,NC,Cabarrus County,North Carolina,NC
28026,NC,Cabarrus County,North Carolina,NC
28027,NC,Cabarrus County,North Carolina,NC
28027,NC,Mecklenburg County,North Carolina,NC
28031,NC,Mecklenburg County,North Carolina,NC
28032,NC,Gaston County,North Carolina,NC
28033,NC,Lincoln County,North Carolina,NC
28033,NC,Gaston County,North Carolina,NC
28034,NC,Gaston County,North Carolina,NC
28034,NC,Lincoln County,North Carolina,NC
28035,NC,Mecklenburg County,North Carolina,NC
28036,NC,Mecklenburg County,North Carolina,NC
28036,NC,Cabarrus County,North Carolina,NC
28036,NC,Iredell County,North Carolina,NC
28036,NC,Rowan County,North Carolina,NC
28037,NC,Lincoln County,North Carolina,NC
28037,NC,Catawba County,North Carolina,NC
28038,NC,Cleveland County,North Carolina,NC
28039,NC,Rowan County,North Carolina,NC
28040,NC,Rutherford County,North Carolina,NC
28040,NC,Cleveland County,North Carolina,NC
28041,NC,Rowan County,North Carolina,NC
28042,NC,Cleveland County,North Carolina,NC
28043,NC,Rutherford County,North Carolina,NC
28052,NC,Gaston County,North Carolina,NC
28053,NC,Gaston County,North Carolina,NC
28054,NC,Gaston County,North Carolina,NC
28055,NC,Gaston County,North Carolina,NC
28056,NC,Gaston County,North Carolina,NC
28070,NC,Mecklenburg County,North Carolina,NC
28071,NC,Rowan County,North Carolina,NC
28071,NC,Cabarrus County,North Carolina,NC
28071,NC,Stanly County,North Carolina,NC
28072,NC,Rowan County,North Carolina,NC
28073,NC,Cleveland County,North Carolina,NC
28074,NC,Rutherford County,North Carolina,NC
28075,NC,Cabarrus County,North Carolina,NC
28075,NC,Mecklenburg County,North Carolina,NC
28076,NC,Rutherford County,North Carolina,NC
28077,NC,Gaston County,North Carolina,NC
28078,NC,Mecklenburg County,North Carolina,NC
28078,NC,Cabarrus County,North Carolina,NC
28079,NC,Union County,North Carolina,NC
28079,NC,Mecklenburg County,North Carolina,NC
28080,NC,Lincoln County,North Carolina,NC
28080,NC,Gaston County,North Carolina,NC
28081,NC,Cabarrus County,North Carolina,NC
28081,NC,Rowan County,North Carolina,NC
28082,NC,Cabarrus County,North Carolina,NC
28083,NC,Cabarrus County,North Carolina,NC
28083,NC,Rowan County,North Carolina,NC
28086,NC,Cleveland County,North Carolina,NC
28086,NC,Gaston County,North Carolina,NC
28088,NC,Rowan County,North Carolina,NC
28089,NC,Cleveland County,North Carolina,NC
28090,NC,Cleveland County,North Carolina,NC
28090,NC,Lincoln County,North Carolina,NC
28090,NC,Catawba County,North Carolina,NC
28090,NC,Burke County,North Carolina,NC
28091,NC,Anson County,North Carolina,NC
28092,NC,Lincoln County,North Carolina,NC
28092,NC,Gaston County,North Carolina,NC
28092,NC,Catawba County,North Carolina,NC
28093,NC,Lincoln County,North Carolina,NC
28097,NC,Stanly County,North Carolina,NC
28097,NC,Cabarrus County,North Carolina,NC
28098,NC,Gaston County,North Carolina,NC
28101,NC,Gaston County,North Carolina,NC
28102,NC,Anson County,North Carolina,NC
28103,NC,Union County,North Carolina,NC
28103,NC,Anson County,North Carolina,NC
28104,NC,Union County,North Carolina,NC
28104,NC,Mecklenburg County,North Carolina,NC
28105,NC,Mecklenburg County,North Carolina,NC
28105,NC,Union County,North Carolina,NC
28106,NC,Mecklenburg County,North Carolina,NC
28107,NC,Cabarrus County,North Carolina,NC
28107,NC,Mecklenburg County,North Carolina,NC
28107,NC,Stanly County,North Carolina,NC
28107,NC,Union County,North Carolina,NC
28108,NC,Union County,North Carolina,NC
28109,NC,Stanly County,North Carolina,NC
28110,NC,Union County,North Carolina,NC
28111,NC,Union County,North Carolina,NC
28112,NC,Union County,North Carolina,NC
28114,NC,Rutherford County,North Carolina,NC
28114,NC,Cleveland County,North Carolina,NC
28115,NC,Iredell County,North Carolina,NC
28115,NC,Rowan County,North Carolina,NC
28117,NC,Iredell County,North Carolina,NC
28119,NC,Anson County,North Carolina,NC
28120,NC,Gaston County,North Carolina,NC
28123,NC,Iredell County,North Carolina,NC
28124,NC,Cabarrus County,North Carolina,NC
28124,NC,Stanly County,North Carolina,NC
28125,NC,Rowan County,North Carolina,NC
28125,NC,Iredell County,North Carolina,NC
28126,NC,Mecklenburg County,North Carolina,NC
28127,NC,Stanly County,North Carolina,NC
28127,NC,Montgomery County,North Carolina,NC
28127,NC,Davidson County,North Carolina,NC
28127,NC,Rowan County,North Carolina,NC
28128,NC,Stanly County,North Carolina,NC
28129,NC,Stanly County,North Carolina,NC
28130,NC,Mecklenburg County,North Carolina,NC
28133,NC,Anson County,North Carolina,NC
28133,NC,Union County,North Carolina,NC
28134,NC,Mecklenburg County,North Carolina,NC
28135,NC,Anson County,North Carolina,NC
28135,NC,Union County,North Carolina,NC
28136,NC,Cleveland County,North Carolina,NC
28137,NC,Stanly County,North Carolina,NC
28137,NC,Rowan County,North Carolina,NC
28138,NC,Rowan County,North Carolina,NC
28138,NC,Cabarrus County,North Carolina,NC
28139,NC,Rutherford County,North Carolina,NC
28139,NC,Polk County,North Carolina,NC
28144,NC,Rowan County,North Carolina,NC
28145,NC,Rowan County,North Carolina,NC
28146,NC,Rowan County,North Carolina,NC
28147,NC,Rowan County,North Carolina,NC
28150,NC,Cleveland County,North Carolina,NC
28150,NC,Rutherford County,North Carolina,NC
28151,NC,Cleveland County,North Carolina,NC
28152,NC,Cleveland County,North Carolina,NC
28159,NC,Rowan County,North Carolina,NC
28160,NC,Rutherford County,North Carolina,NC
28163,NC,Stanly County,North Carolina,NC
28164,NC,Gaston County,North Carolina,NC
28164,NC,Lincoln County,North Carolina,NC
28166,NC,Iredell County,North Carolina,NC
28167,NC,Rutherford County,North Carolina,NC
28167,NC,McDowell County,North Carolina,NC
28168,NC,Lincoln County,North Carolina,NC
28168,NC,Catawba County,North Carolina,NC
28168,NC,Cleveland County,North Carolina,NC
28168,NC,Burke County,North Carolina,NC
28169,NC,Cleveland County,North Carolina,NC
28170,NC,Anson County,North Carolina,NC
28173,NC,Union County,North Carolina,NC
28174,NC,Union County,North Carolina,NC
28201,NC,Mecklenburg County,North Carolina,NC
28202,NC,Mecklenburg County,North Carolina,NC
28203,NC,Mecklenburg County,North Carolina,NC
28204,NC,Mecklenburg County,North Carolina,NC
28205,NC,Mecklenburg County,North Carolina,NC
28206,NC,Mecklenburg County,North Carolina,NC
28207,NC,Mecklenburg County,North Carolina,NC
28208,NC,Mecklenburg County,North Carolina,NC
28209,NC,Mecklenburg County,North Carolina,NC
28210,NC,Mecklenburg County,North Carolina,NC
28211,NC,Mecklenburg County,North Carolina,NC
28212,NC,Mecklenburg County,North Carolina,NC
28213,NC,Mecklenburg County,North Carolina,NC
28213,NC,Cabarrus County,North Carolina,NC
28214,NC,Mecklenburg County,North Carolina,NC
28215,NC,Mecklenburg County,North Carolina,NC
28215,NC,Cabarrus County,North Carolina,NC
28216,NC,Mecklenburg County,North Carolina,NC
28217,NC,Mecklenburg County,North Carolina,NC
28219,NC,Mecklenburg County,North Carolina,NC
28220,NC,Mecklenburg County,North Carolina,NC
28221,NC,Mecklenburg County,North Carolina,NC
28222,NC,Mecklenburg County,North Carolina,NC
28223,NC,Mecklenburg County,North Carolina,NC
28224,NC,Mecklenburg County,North Carolina,NC
28226,NC,Mecklenburg County,North Carolina,NC
28227,NC,Mecklenburg County,North Carolina,NC
28227,NC,Union County,North Carolina,NC
28227,NC,Cabarrus County,North Carolina,NC
28228,NC,Mecklenburg County,North Carolina,NC
28229,NC,Mecklenburg County,North Carolina,NC
28230,NC,Mecklenburg County,North Carolina,NC
28231,NC,Mecklenburg County,North Carolina,NC
28232,NC,Mecklenburg County,North Carolina,NC
28233,NC,Mecklenburg County,North Carolina,NC
28234,NC,Mecklenburg County,North Carolina,NC
28235,NC,Mecklenburg County,North Carolina,NC
28236,NC,Mecklenburg County,North Carolina,NC
28237,NC,Mecklenburg County,North Carolina,NC
28241,NC,Mecklenburg County,North Carolina,NC
28244,NC,Mecklenburg County,North Carolina,NC
28246,NC,Mecklenburg County,North Carolina,NC
28247,NC,Mecklenburg County,North Carolina,NC
28256,NC,Mecklenburg County,North Carolina,NC
28262,NC,Mecklenburg County,North Carolina,NC
28262,NC,Cabarrus County,North Carolina,NC
28266,NC,Mecklenburg County,North Carolina,NC
28269,NC,Mecklenburg County,North Carolina,NC
28269,NC,Cabarrus County,North Carolina,NC
28270,NC,Mecklenburg County,North Carolina,NC
28271,NC,Mecklenburg County,North Carolina,NC
28273,NC,Mecklenburg County,North Carolina,NC
28274,NC,Mecklenburg County,North Carolina,NC
28277,NC,Mecklenburg County,North Carolina,NC
28278,NC,Mecklenburg County,North Carolina,NC
28280,NC,Mecklenburg County,North Carolina,NC
28281,NC,Mecklenburg County,North Carolina,NC
28282,NC,Mecklenburg County,North Carolina,NC
28284,NC,Mecklenburg County,North Carolina,NC
28285,NC,Mecklenburg County,North Carolina,NC
28287,NC,Mecklenburg County,North Carolina,NC
28297,NC,Mecklenburg County,North Carolina,NC
28299,NC,Mecklenburg County,North Carolina,NC
28301,NC,Cumberland County,North Carolina,NC
28302,NC,Cumberland County,North Carolina,NC
28303,NC,Cumberland County,North Carolina,NC
28304,NC,Cumberland County,North Carolina,NC
28304,NC,Hoke County,North Carolina,NC
28305,NC,Cumberland County,North Carolina,NC
28306,NC,Cumberland County,North Carolina,NC
28306,NC,Hoke County,North Carolina,NC
28306,NC,Bladen County,North Carolina,NC
28307,NC,Cumberland County,North Carolina,NC
28308,NC,Cumberland County,North Carolina,NC
28309,NC,Cumberland County,North Carolina,NC
28310,NC,Cumberland County,North Carolina,NC
28311,NC,Cumberland County,North Carolina,NC
28312,NC,Cumberland County,North Carolina,NC
28312,NC,Bladen County,North Carolina,NC
28314,NC,Cumberland County,North Carolina,NC
28315,NC,Moore County,North Carolina,NC
28315,NC,Hoke County,North Carolina,NC
28318,NC,Sampson County,North Carolina,NC
28318,NC,Cumberland County,North Carolina,NC
28320,NC,Bladen County,North Carolina,NC
28320,NC,Columbus County,North Carolina,NC
28323,NC,Harnett County,North Carolina,NC
28325,NC,Duplin County,North Carolina,NC
28326,NC,Harnett County,North Carolina,NC
28326,NC,Moore County,North Carolina,NC
28326,NC,Lee County,North Carolina,NC
28327,NC,Moore County,North Carolina,NC
28328,NC,Sampson County,North Carolina,NC
28329,NC,Sampson County,North Carolina,NC
28330,NC,Richmond County,North Carolina,NC
28331,NC,Cumberland County,North Carolina,NC
28332,NC,Bladen County,North Carolina,NC
28333,NC,Wayne County,North Carolina,NC
28334,NC,Harnett County,North Carolina,NC
28334,NC,Sampson County,North Carolina,NC
28334,NC,Johnston County,North Carolina,NC
28334,NC,Cumberland County,North Carolina,NC
28337,NC,Bladen County,North Carolina,NC
28338,NC,Richmond County,North Carolina,NC
28338,NC,Montgomery County,North Carolina,NC
28339,NC,Harnett County,North Carolina,NC
28340,NC,Robeson County,North Carolina,NC
28341,NC,Sampson County,North Carolina,NC
28341,NC,Duplin County,North Carolina,NC
28342,NC,Cumberland County,North Carolina,NC
28343,NC,Scotland County,North Carolina,NC
28344,NC,Sampson County,North Carolina,NC
28344,NC,Cumberland County,North Carolina,NC
28345,NC,Richmond County,North Carolina,NC
28345,NC,Scotland County,North Carolina,NC
28347,NC,Richmond County,North Carolina,NC
28347,NC,Moore County,North Carolina,NC
28348,NC,Cumberland County,North Carolina,NC
28349,NC,Duplin County,North Carolina,NC
28350,NC,Moore County,North Carolina,NC
28351,NC,Scotland County,North Carolina,NC
28351,NC,Richmond County,North Carolina,NC
28352,NC,Scotland County,North Carolina,NC
28352,NC,Robeson County,North Carolina,NC
28353,NC,Scotland County,North Carolina,NC
28355,NC,Lee County,North Carolina,NC
28356,NC,Cumberland County,North Carolina,NC
28356,NC,Harnett County,North Carolina,NC
28357,NC,Robeson County,North Carolina,NC
28357,NC,Hoke County,North Carolina,NC
28358,NC,Robeson County,North Carolina,NC
28359,NC,Robeson County,North Carolina,NC
28360,NC,Robeson County,North Carolina,NC
28362,NC,Robeson County,North Carolina,NC
28363,NC,Scotland County,North Carolina,NC
28363,NC,Richmond County,North Carolina,NC
28364,NC,Robeson County,North Carolina,NC
28364,NC,Scotland County,North Carolina,NC
28364,NC,Hoke County,North Carolina,NC
28365,NC,Wayne County,North Carolina,NC
28365,NC,Duplin County,North Carolina,NC
28365,NC,Sampson County,North Carolina,NC
28366,NC,Sampson County,North Carolina,NC
28366,NC,Johnston County,North Carolina,NC
28367,NC,Richmond County,North Carolina,NC
28368,NC,Harnett County,North Carolina,NC
28369,NC,Robeson County,North Carolina,NC
28370,NC,Moore County,North Carolina,NC
28371,NC,Robeson County,North Carolina,NC
28371,NC,Cumberland County,North Carolina,NC
28371,NC,Hoke County,North Carolina,NC
28372,NC,Robeson County,North Carolina,NC
